index,cmdb_type,digest,start_max,start_min,start_sum,start_mean,start_std,po_max,po_min,po_sum,po_mean,pu_max,pu_min,pu_sum,pu_mean,label
79,0,0,32000,-268000,-411000,-102750.0,136464.9680320924,2.736107459154076,0.7457542161834766,5.170501672930504,1.292625418232626,1.3671823160729857,0.7932286557602202,4.576811254935351,1.1442028137338378,0
79,0,1,-91000,-267000,-1366000,-227666.66666666666,64927.30978221379,1.746326914388091,0.5158660852306219,7.68120706323587,1.2802011772059785,3.168498383992228,0.6771639320442575,8.28977689681937,1.3816294828032285,0
79,0,2,33000,27000,60000,30000.0,3000.0,1.8226459508862836,1.241735999279406,3.0643819501656893,1.5321909750828446,1.400751678226348,1.1633336072848586,2.5640852855112066,1.2820426427556033,0
79,0,3,155000,-87000,-193000,-38600.0,96800.0,1.0445690733398936,0.6775808036586861,4.1853192062615,0.8370638412523,1.715626238826976,0.9532065786364716,6.523861948413269,1.3047723896826537,0
79,0,4,-26000,-267000,-587000,-146750.0,85206.73388881891,1.2250919413228447,0.8416319005028705,4.344839276478103,1.0862098191195257,2.2244389408356495,0.7843972242434282,4.722508491364881,1.1806271228412202,0
79,0,5,-28000,-208000,-464000,-116000.0,66272.16610312357,1.1911708236723897,0.6482706514966606,3.501973802241034,0.8754934505602585,1.275399933471405,0.649469029744605,3.843788329187884,0.960947082296971,0
79,0,6,213000,93000,885000,177000.0,48000.0,2.2889997137008886,0.6269230733265967,5.882731184605286,1.1765462369210573,2.500579096758778,1.112498205247265,8.794178122859115,1.758835624571823,0
79,0,7,246000,246000,246000,246000.0,0.0,1.2761020694276168,1.2761020694276168,1.2761020694276168,1.2761020694276168,2.121287488337774,2.121287488337774,2.121287488337774,2.121287488337774,0
79,0,8,115000,-267000,-212000,-42400.0,127983.74896837489,2.242775182055233,0.6278609826711065,6.442931438100604,1.2885862876201208,2.107992638886782,0.7182808175302108,5.618377040305758,1.1236754080611515,0
79,0,9,155000,-267000,-672000,-134400.0,158852.8879183504,2.402985220493859,0.7122674848521608,7.857592763521903,1.5715185527043807,2.5848163456196374,1.0887024275706914,8.34128315925323,1.668256631850646,0
79,0,10,152000,-148000,-138000,-27600.0,113844.80664483558,1.8222577180762949,0.8279150639695343,6.670169991423862,1.3340339982847724,1.3223662905015072,0.7744247435330582,4.688358289376378,0.9376716578752756,0
79,0,11,233000,-267000,-219000,-54750.0,191058.0736320766,1.3351299283086984,0.5966483757910078,3.5145693329295677,0.8786423332323919,2.1540747652519747,0.855678996531678,5.553477416002119,1.3883693540005297,0
79,0,12,152000,-150000,856000,77818.18181818182,79381.49335709997,4.112823260427775,1.286203442059971,21.98313083366343,1.9984664394239482,4.112823260440057,1.6606256428837114,28.380446027840307,2.5800405479854827,1
79,1,0,272000,132000,404000,202000.0,70000.0,1.2134920199547732,1.070535398106815,2.284027418061588,1.142013709030794,1.5449178975818605,1.0257312665874907,2.5706491641693514,1.2853245820846757,0
79,2,0,300000,-299000,-12924000,-74275.86206896552,170986.06447587034,17.465376323980582,0.09606090226193022,287.6423093239885,1.6531167202528076,18.203659343623162,0.1919787690629935,339.02291661766503,1.94840756676819,0
